"","JobLevel","Age","DistanceFromHome","EducationField","Gender","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition","mean_sal","sal_diff","comp_ratio"
"320",1,24,9,"Medical","Male","Research Scientist","3","Married",4401,1,16,"3",5,1,5,3,0,4,0,2786.9152854512,1614.0847145488,1.57916533128042
"321",1,29,28,"Medical","Female","Research Scientist","1","Single",3785,1,14,"3",5,3,5,4,0,4,0,2786.9152854512,998.084714548803,1.3581324196538
"322",1,19,22,"Marketing","Male","Sales Representative","3","Single",1675,1,19,"3",0,2,0,0,0,0,1,2786.9152854512,-1111.9152854512,0.601022933400295
"323",1,20,3,"Life Sciences","Male","Laboratory Technician","3","Single",3033,1,12,"3",2,2,2,2,1,2,0,2786.9152854512,246.084714548803,1.0883000340317
"324",1,44,10,"Life Sciences","Male","Research Scientist","3","Single",2936,1,11,"3",6,4,6,4,0,2,1,2786.9152854512,149.084714548803,1.05349452684374
"325",1,24,22,"Human Resources","Male","Human Resources","3","Married",1555,1,11,"3",1,2,1,0,0,0,1,2786.9152854512,-1231.9152854512,0.557964573992513
"326",1,31,2,"Life Sciences","Female","Sales Representative","4","Single",2785,7,14,"3",3,3,1,0,0,0,1,2786.9152854512,-1.91528545119718,0.999312757922282
"327",1,22,3,"Life Sciences","Male","Research Scientist","4","Married",2853,0,11,"3",1,5,0,0,0,0,1,2786.9152854512,66.0847145488028,1.02371249492003
"328",1,22,6,"Medical","Male","Research Scientist","3","Married",2773,0,20,"4",3,3,2,2,2,2,0,2786.9152854512,-13.9152854511972,0.995006921981504
"329",1,34,19,"Medical","Male","Laboratory Technician","4","Divorced",2661,0,11,"3",3,2,2,2,1,2,0,2786.9152854512,-125.915285451197,0.954819119867574
"330",1,33,2,"Human Resources","Male","Human Resources","3","Married",3600,1,13,"3",5,2,5,4,1,4,0,2786.9152854512,813.084714548803,1.29175078223347
"331",1,26,1,"Life Sciences","Female","Research Scientist","3","Married",2933,1,13,"3",1,3,1,0,1,0,0,2786.9152854512,146.084714548803,1.05241806785855
"332",1,30,5,"Life Sciences","Male","Research Scientist","4","Divorced",3761,9,12,"3",10,3,5,4,0,3,0,2786.9152854512,974.084714548803,1.34952074777225
"333",1,28,1,"Life Sciences","Male","Research Scientist","3","Divorced",1563,1,14,"3",1,2,1,0,0,0,0,2786.9152854512,-1223.9152854512,0.560835131286365
"334",1,32,7,"Life Sciences","Male","Laboratory Technician","2","Married",2794,1,20,"4",5,3,5,1,0,3,0,2786.9152854512,7.08471454880282,1.00254213487787
"335",1,32,9,"Medical","Female","Laboratory Technician","1","Single",4200,7,22,"4",10,2,5,4,0,4,1,2786.9152854512,1413.0847145488,1.50704257927238
"336",1,36,9,"Life Sciences","Male","Sales Representative","1","Single",3407,7,23,"4",10,4,5,3,0,3,1,2786.9152854512,620.084714548803,1.22249858751929
"337",1,30,4,"Technical Degree","Male","Research Scientist","4","Single",2285,9,23,"4",3,4,1,0,0,0,1,2786.9152854512,-501.915285451197,0.819902927056522
"338",1,28,2,"Life Sciences","Male","Laboratory Technician","3","Single",3485,2,11,"3",5,5,0,0,0,0,1,2786.9152854512,698.084714548803,1.25048652113435
"339",1,21,15,"Life Sciences","Male","Research Scientist","4","Single",1232,1,14,"3",0,6,0,0,0,0,0,2786.9152854512,-1554.9152854512,0.442065823253232
"340",1,44,3,"Life Sciences","Male","Laboratory Technician","1","Married",2362,4,12,"3",10,4,3,2,1,2,1,2786.9152854512,-424.915285451197,0.847532041009849
"341",1,27,5,"Life Sciences","Female","Laboratory Technician","4","Single",2379,0,14,"3",6,3,5,4,0,2,0,2786.9152854512,-407.915285451197,0.853631975259285
"342",1,26,3,"Life Sciences","Female","Research Scientist","4","Married",2061,1,21,"4",1,5,1,0,0,0,0,2786.9152854512,-725.915285451197,0.739527322828662
"343",1,27,3,"Medical","Male","Research Scientist","4","Single",2045,0,13,"3",5,0,4,2,1,1,0,2786.9152854512,-741.915285451197,0.733786208240958
"344",1,40,2,"Medical","Female","Research Scientist","4","Single",2342,0,20,"4",5,2,4,2,2,3,0,2786.9152854512,-444.915285451197,0.840355647775219
"345",1,26,6,"Other","Male","Laboratory Technician","4","Married",2544,0,18,"3",8,3,7,7,7,7,0,2786.9152854512,-242.915285451197,0.912837219444986
"346",1,35,25,"Life Sciences","Female","Research Scientist","2","Divorced",2022,1,19,"3",10,3,10,2,7,8,1,2786.9152854512,-764.915285451197,0.725533356021133
"347",1,32,13,"Other","Female","Laboratory Technician","2","Married",2743,1,20,"4",2,2,2,2,2,2,0,2786.9152854512,-43.9152854511972,0.984242332129558
"348",1,21,3,"Medical","Male","Research Scientist","3","Single",3230,1,17,"3",3,4,3,2,1,0,0,2786.9152854512,443.084714548803,1.15898750739281
"349",1,27,2,"Technical Degree","Male","Research Scientist","2","Married",2226,1,11,"3",6,3,5,3,1,2,0,2786.9152854512,-560.915285451197,0.798732567014363
"350",1,26,2,"Life Sciences","Male","Research Scientist","1","Married",2042,6,14,"3",6,2,3,2,1,2,1,2786.9152854512,-744.915285451197,0.732709749255763
"351",1,50,3,"Marketing","Male","Sales Representative","3","Married",2683,1,14,"3",3,2,3,2,0,2,1,2786.9152854512,-103.915285451197,0.962713152425667
"352",1,32,1,"Life Sciences","Female","Laboratory Technician","2","Married",2332,6,20,"4",5,3,3,0,0,2,0,2786.9152854512,-454.915285451197,0.836767451157904
"353",1,29,9,"Marketing","Female","Sales Representative","2","Single",2760,1,13,"3",2,3,2,2,2,2,1,2786.9152854512,-26.9152854511972,0.990342266378994
"354",1,30,1,"Medical","Male","Laboratory Technician","2","Married",3748,1,13,"3",12,6,12,8,1,7,0,2786.9152854512,961.084714548803,1.34485609216974
"355",1,23,10,"Medical","Male","Research Scientist","3","Single",3505,1,18,"3",2,3,2,2,0,2,0,2786.9152854512,718.084714548803,1.25766291436898
"356",1,27,9,"Medical","Male","Research Scientist","2","Divorced",2024,6,18,"3",6,1,2,2,2,2,0,2786.9152854512,-762.915285451197,0.726250995344596
"357",1,28,21,"Medical","Male","Research Scientist","4","Married",2713,1,11,"3",5,2,5,2,0,2,0,2786.9152854512,-73.9152854511972,0.973477742277613
"358",1,45,28,"Technical Degree","Male","Research Scientist","4","Married",2132,4,20,"4",8,3,5,4,0,3,0,2786.9152854512,-654.915285451197,0.7650035188116
"359",1,30,7,"Technical Degree","Male","Research Scientist","3","Divorced",1274,1,13,"3",1,2,1,0,0,0,0,2786.9152854512,-1512.9152854512,0.457136249045956
"360",1,44,24,"Life Sciences","Male","Laboratory Technician","3","Divorced",3161,3,22,"4",19,0,1,0,0,0,1,2786.9152854512,374.084714548803,1.13422895073333
"361",1,40,9,"Medical","Male","Research Scientist","2","Divorced",3617,8,14,"3",3,2,1,1,0,0,0,2786.9152854512,830.084714548803,1.29785071648291
"362",1,27,22,"Human Resources","Female","Human Resources","2","Married",2863,1,12,"3",1,2,1,0,0,0,1,2786.9152854512,76.0847145488028,1.02730069153734
"363",1,28,16,"Medical","Male","Research Scientist","3","Single",2144,1,14,"3",5,3,5,3,1,4,0,2786.9152854512,-642.915285451197,0.769309354752378
"364",1,32,6,"Life Sciences","Male","Research Scientist","3","Single",3038,3,20,"4",8,2,5,4,1,4,0,2786.9152854512,251.084714548803,1.09009413234036
"365",1,33,3,"Human Resources","Male","Human Resources","2","Divorced",2277,3,11,"3",7,4,4,3,0,3,0,2786.9152854512,-509.915285451197,0.81703236976267
"366",1,47,1,"Technical Degree","Male","Research Scientist","4","Married",3420,7,12,"3",17,2,6,5,1,2,0,2786.9152854512,633.084714548803,1.2271632431218
"367",1,36,3,"Technical Degree","Male","Research Scientist","2","Married",3692,1,12,"3",12,2,11,10,0,7,0,2786.9152854512,905.084714548803,1.32476219111277
"368",1,48,2,"Technical Degree","Male","Laboratory Technician","2","Single",2559,5,11,"3",7,4,1,0,0,0,0,2786.9152854512,-227.915285451197,0.918219514370959
"369",1,56,1,"Life Sciences","Female","Research Scientist","1","Married",2066,2,22,"4",5,3,3,2,1,0,0,2786.9152854512,-720.915285451197,0.741321421137319
"370",1,56,8,"Life Sciences","Female","Research Scientist","1","Divorced",4257,4,18,"3",19,3,2,2,2,2,0,2786.9152854512,1470.0847145488,1.52749529999108
"371",1,26,23,"Life Sciences","Female","Research Scientist","4","Divorced",2886,1,22,"4",3,3,3,2,0,2,0,2786.9152854512,99.0847145488028,1.03555354375717
"372",1,35,8,"Life Sciences","Female","Sales Representative","4","Married",2572,1,16,"3",3,1,3,2,0,2,0,2786.9152854512,-214.915285451197,0.922884169973468
"373",1,30,2,"Technical Degree","Male","Sales Representative","2","Married",2476,1,18,"3",1,3,1,0,0,0,0,2786.9152854512,-310.915285451197,0.888437482447243
"374",1,21,7,"Marketing","Male","Sales Representative","2","Single",2679,1,13,"3",1,3,1,0,1,0,1,2786.9152854512,-107.915285451197,0.961277873778741
"375",1,27,8,"Life Sciences","Male","Laboratory Technician","3","Married",4621,1,19,"3",3,4,3,2,1,2,0,2786.9152854512,1834.0847145488,1.65810565686135
"376",1,21,5,"Medical","Male","Research Scientist","4","Single",3117,1,18,"3",3,2,2,2,2,2,0,2786.9152854512,330.084714548803,1.11844088561715
"377",1,22,8,"Medical","Female","Laboratory Technician","1","Married",2398,1,17,"3",1,6,1,0,0,0,1,2786.9152854512,-388.915285451197,0.860449548832184
"378",1,21,5,"Medical","Male","Sales Representative","1","Single",2380,1,11,"3",2,6,2,2,1,2,0,2786.9152854512,-406.915285451197,0.853990794921017
"379",1,39,6,"Medical","Male","Laboratory Technician","1","Married",2404,7,21,"4",8,2,2,2,2,2,1,2786.9152854512,-382.915285451197,0.862602466802573
"380",1,28,8,"Medical","Male","Human Resources","4","Divorced",4936,1,13,"3",6,6,5,1,0,4,0,2786.9152854512,2149.0847145488,1.77113385030678
"381",1,36,16,"Life Sciences","Female","Laboratory Technician","1","Single",2743,1,16,"3",18,1,17,13,15,14,1,2786.9152854512,-43.9152854511972,0.984242332129558
"382",1,44,1,"Medical","Male","Research Scientist","2","Divorced",2342,1,12,"3",6,2,5,3,2,3,1,2786.9152854512,-444.915285451197,0.840355647775219
"383",1,35,22,"Life Sciences","Male","Laboratory Technician","3","Single",4230,0,15,"3",6,2,5,4,4,3,0,2786.9152854512,1443.0847145488,1.51780716912433
"384",1,40,16,"Life Sciences","Male","Research Scientist","3","Divorced",3544,9,16,"3",6,0,4,2,0,0,0,2786.9152854512,757.084714548803,1.27165688117651
"385",1,31,2,"Medical","Female","Laboratory Technician","4","Divorced",1129,1,11,"3",1,4,1,0,0,0,0,2786.9152854512,-1657.9152854512,0.405107398094886
"386",1,29,1,"Technical Degree","Male","Research Scientist","1","Single",2362,6,13,"3",11,2,9,7,0,7,1,2786.9152854512,-424.915285451197,0.847532041009849
"387",1,59,6,"Medical","Male","Human Resources","3","Married",2267,8,17,"3",7,2,2,2,2,2,0,2786.9152854512,-519.915285451197,0.813444173145355
"388",1,43,7,"Medical","Male","Research Scientist","4","Divorced",2089,4,14,"3",7,3,5,4,2,2,0,2786.9152854512,-697.915285451197,0.749574273357144
"389",1,43,10,"Life Sciences","Female","Laboratory Technician","4","Single",2455,0,19,"3",9,5,8,7,1,7,0,2786.9152854512,-331.915285451197,0.880902269550881
"390",1,23,12,"Other","Male","Laboratory Technician","4","Single",2647,1,13,"3",5,6,5,2,1,4,0,2786.9152854512,-139.915285451197,0.949795644603332
"391",1,34,3,"Life Sciences","Male","Research Scientist","4","Married",2979,3,17,"3",6,2,0,0,0,0,0,2786.9152854512,192.084714548803,1.0689237722982
"392",1,29,6,"Medical","Male","Human Resources","2","Married",2804,1,11,"3",1,3,1,0,0,0,0,2786.9152854512,17.0847145488028,1.00613033149518
"393",1,25,19,"Marketing","Male","Sales Representative","2","Married",2413,1,18,"3",1,2,1,0,0,0,1,2786.9152854512,-373.915285451197,0.865831843758157
"394",1,33,21,"Medical","Male","Laboratory Technician","2","Married",2028,1,18,"3",14,6,14,11,2,13,0,2786.9152854512,-758.915285451197,0.727686273991522
"395",1,39,1,"Medical","Female","Laboratory Technician","3","Divorced",2232,7,14,"3",7,1,3,2,1,2,0,2786.9152854512,-554.915285451197,0.800885484984752
"396",1,42,9,"Medical","Female","Laboratory Technician","4","Single",3673,1,13,"3",12,3,12,9,5,8,0,2786.9152854512,886.084714548803,1.31794461753987
"397",1,36,2,"Medical","Male","Laboratory Technician","3","Single",2519,4,21,"4",16,6,11,8,3,9,0,2786.9152854512,-267.915285451197,0.903866727901698
"398",1,32,5,"Life Sciences","Female","Research Scientist","3","Single",2432,3,14,"3",8,2,4,1,0,3,1,2786.9152854512,-354.915285451197,0.872649417331056
"399",1,51,6,"Medical","Female","Laboratory Technician","3","Single",2838,0,14,"3",8,6,7,0,7,7,0,2786.9152854512,51.0847145488028,1.01833019999405
"400",1,35,1,"Life Sciences","Female","Research Scientist","4","Married",2977,1,12,"3",4,5,4,3,1,1,0,2786.9152854512,190.084714548803,1.06820613297473
"401",1,30,9,"Medical","Male","Sales Representative","4","Single",1081,1,13,"3",1,3,1,0,0,0,1,2786.9152854512,-1705.9152854512,0.387884054331773
"402",1,28,1,"Technical Degree","Male","Sales Representative","3","Married",2909,3,15,"3",5,3,3,2,1,2,1,2786.9152854512,122.084714548803,1.04380639597699
"403",1,26,1,"Life Sciences","Female","Laboratory Technician","4","Divorced",4364,3,14,"3",5,2,2,2,2,0,0,2786.9152854512,1577.0847145488,1.56588900379635
"404",1,35,7,"Life Sciences","Male","Sales Representative","3","Married",2404,1,13,"3",1,3,1,0,0,0,0,2786.9152854512,-382.915285451197,0.862602466802573
"405",1,22,1,"Life Sciences","Male","Research Scientist","3","Single",3375,0,12,"3",4,2,3,2,1,2,0,2786.9152854512,588.084714548803,1.21101635834388
"406",1,31,20,"Life Sciences","Male","Sales Representative","4","Married",2791,0,12,"3",3,4,2,2,2,2,0,2786.9152854512,4.08471454880282,1.00146567589267
"407",1,28,2,"Life Sciences","Male","Research Scientist","2","Married",3201,0,17,"3",6,2,5,3,0,4,0,2786.9152854512,414.084714548803,1.14858173720259
"408",1,39,23,"Medical","Male","Research Scientist","1","Single",3904,0,13,"3",6,2,5,2,0,3,1,2786.9152854512,1117.0847145488,1.40083195939985
"409",1,31,26,"Life Sciences","Male","Research Scientist","3","Divorced",2911,1,17,"3",5,1,5,2,4,3,0,2786.9152854512,124.084714548803,1.04452403530045
"410",1,28,1,"Medical","Female","Research Scientist","1","Married",3591,1,25,"4",3,3,3,2,1,2,0,2786.9152854512,804.084714548803,1.28852140527789
"411",1,29,10,"Life Sciences","Female","Research Scientist","2","Divorced",3291,0,14,"3",8,2,7,5,1,1,0,2786.9152854512,504.084714548803,1.18087550675843
"412",1,50,9,"Life Sciences","Male","Laboratory Technician","4","Married",2380,4,18,"3",8,5,1,0,0,0,0,2786.9152854512,-406.915285451197,0.853990794921017
"413",1,34,1,"Life Sciences","Female","Laboratory Technician","2","Married",3294,5,17,"3",7,2,5,4,0,2,0,2786.9152854512,507.084714548803,1.18195196574363
"414",1,38,1,"Human Resources","Male","Human Resources","3","Married",2844,1,13,"3",7,2,7,6,5,0,0,2786.9152854512,57.0847145488028,1.02048311796444
"415",1,24,29,"Medical","Male","Laboratory Technician","1","Divorced",3907,1,13,"3",6,2,6,2,1,2,0,2786.9152854512,1120.0847145488,1.40190841838505
"416",1,23,6,"Life Sciences","Male","Laboratory Technician","1","Married",1601,1,21,"4",1,2,0,0,0,0,1,2786.9152854512,-1185.9152854512,0.574470278432163
"417",1,38,2,"Medical","Female","Laboratory Technician","2","Single",2440,1,22,"4",4,3,4,3,3,3,0,2786.9152854512,-346.915285451197,0.875519974624908
"418",1,56,24,"Life Sciences","Male","Laboratory Technician","4","Single",2587,1,16,"3",5,3,4,2,1,0,1,2786.9152854512,-199.915285451197,0.928266464899441
"419",1,31,9,"Medical","Male","Research Scientist","1","Single",2321,0,22,"4",4,0,3,2,1,2,1,2786.9152854512,-465.915285451197,0.832820434878857
"420",1,58,9,"Medical","Female","Research Scientist","2","Married",3346,4,20,"4",9,3,1,0,0,0,0,2786.9152854512,559.084714548803,1.20061058815366
"421",1,23,9,"Marketing","Male","Sales Representative","1","Married",1790,1,19,"3",1,3,1,0,1,0,1,2786.9152854512,-996.915285451197,0.64228719449942
"422",1,36,6,"Life Sciences","Male","Laboratory Technician","3","Divorced",2741,1,14,"3",7,4,7,7,1,7,0,2786.9152854512,-45.9152854511972,0.983524692806095
"423",1,45,1,"Medical","Female","Laboratory Technician","4","Divorced",2270,3,14,"3",8,2,5,3,0,2,0,2786.9152854512,-516.915285451197,0.814520632130549
"424",1,27,17,"Life Sciences","Female","Research Scientist","3","Single",2394,1,13,"3",8,2,8,2,7,7,1,2786.9152854512,-392.915285451197,0.859014270185258
"425",1,35,8,"Technical Degree","Male","Human Resources","3","Single",4323,1,17,"3",6,2,5,4,1,4,0,2786.9152854512,1536.0847145488,1.55117739766536
"426",1,23,7,"Life Sciences","Male","Sales Representative","4","Divorced",2275,1,21,"4",3,2,3,2,0,2,1,2786.9152854512,-511.915285451197,0.816314730439207
"427",1,33,1,"Medical","Male","Laboratory Technician","3","Divorced",2008,1,12,"3",1,2,1,1,0,0,0,2786.9152854512,-778.915285451197,0.720509880756891
"428",1,48,7,"Medical","Female","Sales Representative","3","Married",2655,2,11,"3",19,3,9,7,7,7,1,2786.9152854512,-131.915285451197,0.952666201897185
"429",1,36,13,"Human Resources","Male","Human Resources","2","Married",2143,4,13,"3",8,2,5,2,0,4,0,2786.9152854512,-643.915285451197,0.768950535090646
"430",1,30,22,"Life Sciences","Female","Research Scientist","3","Married",2132,4,11,"3",7,2,5,2,0,1,1,2786.9152854512,-654.915285451197,0.7650035188116
"431",1,55,22,"Technical Degree","Male","Research Scientist","2","Divorced",3537,5,12,"3",8,1,4,2,1,2,0,2786.9152854512,750.084714548803,1.26914514354438
"432",1,34,10,"Life Sciences","Female","Sales Representative","3","Married",2220,1,19,"3",1,2,1,1,0,0,0,2786.9152854512,-566.915285451197,0.796579649043973
"433",1,29,7,"Life Sciences","Male","Laboratory Technician","1","Single",2062,3,14,"3",11,2,3,2,1,2,0,2786.9152854512,-724.915285451197,0.739886142490393
"434",1,38,9,"Marketing","Male","Sales Representative","2","Married",2899,0,19,"3",3,3,2,2,1,2,0,2786.9152854512,112.084714548803,1.04021819935968
"435",1,25,2,"Human Resources","Female","Human Resources","2","Married",2187,4,14,"3",6,3,2,0,1,2,0,2786.9152854512,-599.915285451197,0.784738600206833
"436",1,35,4,"Other","Male","Laboratory Technician","4","Married",2376,1,13,"3",2,2,2,2,2,2,0,2786.9152854512,-410.915285451197,0.852555516274091
"437",1,27,11,"Medical","Female","Sales Representative","4","Married",2534,8,14,"3",5,4,1,0,0,0,0,2786.9152854512,-252.915285451197,0.909249022827671
"438",1,29,28,"Life Sciences","Female","Research Scientist","4","Divorced",2514,4,22,"4",11,1,7,5,1,7,0,2786.9152854512,-272.915285451197,0.90207262959304
"439",1,50,8,"Marketing","Male","Sales Representative","2","Married",3875,7,15,"3",4,2,2,2,2,2,0,2786.9152854512,1088.0847145488,1.39042618920964
"440",1,32,5,"Life Sciences","Male","Research Scientist","2","Divorced",3298,0,12,"3",7,5,6,2,0,5,0,2786.9152854512,511.084714548803,1.18338724439055
"441",1,38,2,"Medical","Female","Laboratory Technician","2","Married",2468,4,14,"3",9,4,6,1,0,5,0,2786.9152854512,-318.915285451197,0.88556692515339
"442",1,20,11,"Medical","Female","Research Scientist","1","Single",2600,1,15,"3",1,2,1,0,0,0,1,2786.9152854512,-186.915285451197,0.932931120501951
"443",1,37,1,"Medical","Female","Research Scientist","1","Married",3920,2,14,"3",17,2,3,1,0,2,0,2786.9152854512,1133.0847145488,1.40657307398756
"444",1,34,3,"Human Resources","Male","Human Resources","4","Married",3737,0,19,"3",4,1,3,2,0,2,0,2786.9152854512,950.084714548803,1.34090907589069
"445",1,29,23,"Life Sciences","Male","Research Scientist","4","Single",2201,9,16,"3",6,4,3,2,1,2,0,2786.9152854512,-585.915285451197,0.789762075471075
"446",1,44,1,"Medical","Male","Research Scientist","4","Single",2436,6,12,"3",6,2,4,3,1,2,0,2786.9152854512,-350.915285451197,0.874084695977982
"447",1,30,7,"Medical","Male","Research Scientist","2","Married",2141,1,12,"3",6,3,6,4,1,1,0,2786.9152854512,-645.915285451197,0.768232895767183
"448",1,27,1,"Medical","Male","Laboratory Technician","2","Divorced",3816,1,11,"3",5,2,5,2,0,4,0,2786.9152854512,1029.0847145488,1.36925582916748
"449",1,37,5,"Technical Degree","Male","Laboratory Technician","3","Single",3500,0,14,"3",7,2,6,5,1,3,0,2786.9152854512,713.084714548803,1.25586881606032
"450",1,44,17,"Life Sciences","Male","Research Scientist","3","Single",2290,2,13,"3",6,3,0,0,0,0,0,2786.9152854512,-496.915285451197,0.82169702536518
"451",1,35,27,"Medical","Female","Research Scientist","1","Single",2559,1,11,"3",6,3,6,5,1,1,0,2786.9152854512,-227.915285451197,0.918219514370959
"452",1,18,5,"Life Sciences","Male","Research Scientist","4","Single",1051,1,15,"3",0,2,0,0,0,0,0,2786.9152854512,-1735.9152854512,0.377119464479827
"453",1,35,4,"Other","Male","Laboratory Technician","4","Divorced",1951,1,12,"3",1,3,1,0,0,0,0,2786.9152854512,-835.915285451197,0.700057160038195
"454",1,35,1,"Medical","Male","Laboratory Technician","1","Single",2450,1,19,"3",3,3,3,0,1,2,0,2786.9152854512,-336.915285451197,0.879108171242223
"455",1,41,5,"Medical","Male","Research Scientist","3","Married",2127,2,12,"3",7,5,4,2,0,3,0,2786.9152854512,-659.915285451197,0.763209420502942
"456",1,34,16,"Technical Degree","Male","Research Scientist","1","Married",2307,1,23,"4",5,2,5,2,3,0,1,2786.9152854512,-479.915285451197,0.827796959614616
"457",1,30,16,"Life Sciences","Male","Research Scientist","4","Married",2862,1,12,"3",10,2,10,0,0,8,0,2786.9152854512,75.0847145488028,1.02694187187561
"458",1,29,13,"Human Resources","Male","Human Resources","1","Divorced",2335,4,15,"3",4,3,2,2,2,0,1,2786.9152854512,-451.915285451197,0.837843910143098
"459",1,40,2,"Medical","Male","Research Scientist","3","Divorced",2345,2,14,"3",8,3,3,1,1,2,0,2786.9152854512,-441.915285451197,0.841432106760413
"460",1,35,6,"Life Sciences","Male","Research Scientist","3","Married",3506,0,14,"3",4,3,3,2,2,2,0,2786.9152854512,719.084714548803,1.25802173403071
"461",1,44,20,"Life Sciences","Male","Research Scientist","2","Single",3420,1,13,"3",6,3,5,2,1,3,0,2786.9152854512,633.084714548803,1.2271632431218
"462",1,30,5,"Technical Degree","Female","Research Scientist","1","Divorced",3204,5,14,"3",8,3,3,2,2,2,0,2786.9152854512,417.084714548803,1.14965819618779
"463",1,31,4,"Medical","Female","Laboratory Technician","3","Divorced",3978,8,12,"3",4,0,2,2,2,2,0,2786.9152854512,1191.0847145488,1.42738461436799
"464",1,38,1,"Other","Male","Human Resources","2","Married",2991,0,11,"3",7,2,6,2,1,2,0,2786.9152854512,204.084714548803,1.07322960823898
"465",1,58,2,"Life Sciences","Male","Laboratory Technician","4","Divorced",2380,9,14,"3",3,3,1,0,0,0,1,2786.9152854512,-406.915285451197,0.853990794921017
"466",1,29,9,"Other","Male","Laboratory Technician","4","Single",3983,0,17,"3",4,2,3,2,2,2,0,2786.9152854512,1196.0847145488,1.42917871267664
"467",1,27,15,"Life Sciences","Female","Research Scientist","1","Married",4774,0,19,"3",8,2,7,6,7,3,0,2786.9152854512,1987.0847145488,1.71300506510627
"468",1,37,11,"Medical","Female","Laboratory Technician","3","Single",3629,4,18,"3",8,6,3,2,0,2,0,2786.9152854512,842.084714548803,1.30215655242368
"469",1,45,24,"Medical","Male","Human Resources","2","Single",2177,1,16,"3",6,3,6,3,0,4,0,2786.9152854512,-609.915285451197,0.781150403589518
"470",1,24,10,"Medical","Male","Human Resources","4","Married",2145,0,14,"3",3,2,2,2,2,1,0,2786.9152854512,-641.915285451197,0.76966817441411
"471",1,29,1,"Life Sciences","Male","Research Scientist","4","Divorced",2720,1,18,"3",10,5,10,7,2,8,0,2786.9152854512,-66.9152854511972,0.975989479909733
"472",1,31,3,"Medical","Male","Research Scientist","1","Divorced",3065,1,13,"3",4,3,4,2,2,3,0,2786.9152854512,278.084714548803,1.09978226320711
"473",1,36,7,"Life Sciences","Male","Laboratory Technician","2","Single",2013,2,11,"3",15,4,4,3,1,3,0,2786.9152854512,-773.915285451197,0.722303979065549
"474",1,35,11,"Medical","Male","Laboratory Technician","3","Married",2660,7,11,"3",5,3,2,2,2,2,0,2786.9152854512,-126.915285451197,0.954460300205842
"475",1,40,1,"Life Sciences","Male","Laboratory Technician","2","Married",2387,3,22,"4",7,3,4,2,0,3,0,2786.9152854512,-399.915285451197,0.856502532553137
"476",1,41,6,"Medical","Male","Laboratory Technician","1","Single",4721,2,13,"3",20,3,18,13,2,17,0,2786.9152854512,1934.0847145488,1.6939876230345
"477",1,25,2,"Other","Male","Laboratory Technician","3","Divorced",3977,6,19,"3",7,2,2,2,0,2,0,2786.9152854512,1190.0847145488,1.42702579470625
"478",1,44,8,"Life Sciences","Male","Laboratory Technician","4","Married",2818,2,24,"4",10,2,3,2,0,2,0,2786.9152854512,31.0847145488028,1.01115380675942
"479",1,35,14,"Other","Male","Laboratory Technician","2","Divorced",3743,1,24,"4",5,2,4,2,0,2,1,2786.9152854512,956.084714548803,1.34306199386108
"480",1,31,2,"Life Sciences","Male","Laboratory Technician","3","Married",3477,1,14,"3",6,2,5,2,0,3,0,2786.9152854512,690.084714548803,1.24761596384049
"481",1,40,2,"Life Sciences","Male","Research Scientist","3","Single",2809,2,14,"3",8,2,2,2,2,2,0,2786.9152854512,22.0847145488028,1.00792442980384
"482",1,18,14,"Medical","Female","Research Scientist","3","Single",1514,1,16,"3",0,4,0,0,0,0,0,2786.9152854512,-1272.9152854512,0.543252967861521
"483",1,25,1,"Medical","Female","Research Scientist","2","Single",2096,1,18,"3",2,3,2,2,2,1,0,2786.9152854512,-690.915285451197,0.752086010989265
"484",1,41,1,"Life Sciences","Male","Research Scientist","4","Married",2782,3,22,"4",12,3,5,3,1,0,0,2786.9152854512,-4.91528545119718,0.998236298937088
"485",1,28,19,"Medical","Male","Laboratory Technician","1","Married",3196,1,12,"3",6,2,6,5,3,3,0,2786.9152854512,409.084714548803,1.14678763889394
"486",1,32,2,"Technical Degree","Male","Research Scientist","1","Single",2439,1,14,"3",4,4,4,2,1,2,0,2786.9152854512,-347.915285451197,0.875161154963176
"487",1,33,2,"Life Sciences","Female","Laboratory Technician","1","Married",2707,7,20,"4",13,3,9,7,1,7,1,2786.9152854512,-79.9152854511972,0.971324824307224
"488",1,25,9,"Life Sciences","Male","Sales Representative","1","Married",4400,3,12,"3",6,2,3,2,2,2,1,2786.9152854512,1613.0847145488,1.57880651161869
"489",1,24,9,"Medical","Male","Laboratory Technician","1","Single",3172,2,11,"3",4,2,0,0,0,0,1,2786.9152854512,385.084714548803,1.13817596701238
"490",1,26,1,"Medical","Male","Laboratory Technician","1","Single",2867,0,13,"3",8,6,7,7,7,6,0,2786.9152854512,80.0847145488028,1.02873597018427
"491",1,29,24,"Life Sciences","Male","Research Scientist","4","Single",2439,1,24,"4",1,3,1,0,1,0,1,2786.9152854512,-347.915285451197,0.875161154963176
"492",1,30,1,"Life Sciences","Male","Human Resources","3","Divorced",2064,0,21,"4",6,3,5,3,1,3,0,2786.9152854512,-722.915285451197,0.740603781813856
